wavelength(nm)	n	k
935.785547	1.9140742805658335	1.0154680553967427E-07
937.344043	1.914685643370027	1.0774373872891307E-07
938.902539	1.915108513130577	1.0175237669390663E-07
940.46084	1.9153042891571546	1.0252142187942819E-07
942.019141	1.91518843845665	1.0253858188265819E-07
943.577246	1.9147729748660787	9.539685820767803E-08
945.135352	1.9141439879251712	9.224827472758826E-08
946.693359	1.9134306889434358	8.928939186504745E-08
948.25127	1.9136956217106174	7.949777378792214E-08
949.809082	1.9142960233503385	8.615720042619714E-08
951.366895	1.9147128838385576	-2.2789116407235961E-07
952.924609	1.914923386190492	1.6082631570088727E-06
954.482227	1.9148382437641782	7.860337615057216E-07
956.039746	1.914481935825419	1.0659356426381865E-06
957.597168	1.913884575678881	1.3390759669733983E-06
959.15459	1.9131795895993233	-2.0425573411882074E-07
960.711914	1.9131368378110103	1.5064790877467764E-07
962.269141	1.9137786243491455	5.193684023783761E-08
963.826367	1.9142181849185398	7.301857074811716E-08
965.383398	1.9144869970367302	6.940496498813886E-08
966.940527	1.9145071154345197	5.140016984579922E-08
968.497461	1.914242078288025	3.898336658220408E-09
970.054395	1.9137468718027397	5.7785313786569944E-08
971.61123	1.9130768999154535	-4.0136893269103186E-10
973.168066	1.912624204663433	4.889391171022227E-08
974.724707	1.9131079454317277	5.0234349011204784E-08
976.281445	1.9136470898116986	4.8277296325588326E-08
977.838086	1.9140081428394213	-3.826946961551366E-11
